Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
10000,3.2956183,-0.033448443,384.7391304347826,-8.073521673679352,-8.073521673679352,1.0
20000,3.2956119,-0.036475454,320.875,-8.392874766141176,-8.392874766141176,1.0
30000,3.2889457,-0.17269515,380.0,-8.09704513983293,-8.09704513983293,1.0
40000,3.2887309,-0.16276628,503.05,-7.481949788331986,-7.481949788331986,1.0
50000,3.2816434,-0.26859558,471.8235294117647,-7.638176104601691,-7.638176104601691,1.0
60000,3.2794018,-0.28974688,679.8,-5.931266256173452,-5.931266256173452,1.0
70000,3.2703354,-0.3550036,773.2307692307693,-4.5924612283706665,-4.5924612283706665,1.0
80000,3.2683258,-0.38002637,707.8666666666667,-5.124266298611959,-5.124266298611959,1.0
90000,3.2621703,-0.3505701,680.875,-5.96799973025918,-5.96799973025918,1.0
100000,3.259032,-0.37179697,598.6,-7.003599699338277,-7.003599699338277,1.0
110000,3.2516353,-0.36967504,742.5454545454545,-4.466999606652693,-4.466999606652693,1.0
120000,3.244872,-0.40974355,874.4615384615385,-3.316999797637646,-3.316999797637646,1.0
130000,3.2405906,-0.37978247,760.8,-5.526999719937643,-5.526999719937643,1.0
140000,3.2394338,-0.3636737,703.4545454545455,-5.571363248608329,-5.571363248608329,1.0
150000,3.228066,-0.356887,784.5,-4.6454997190407346,-4.6454997190407346,1.0
160000,3.2219863,-0.3555807,919.5,-4.148624509572983,-4.148624509572983,1.0
170000,3.2141628,-0.33288828,1574.7142857142858,5.019571874822889,5.019571874822889,1.0
180000,3.2086098,-0.31838042,1153.4285714285713,0.055143262658800395,0.055143262658800395,1.0
190000,3.1996129,-0.2826669,1352.5,0.515250563621521,0.515250563621521,1.0
200000,3.1954074,-0.24119808,1296.5555555555557,-0.18099958366817898,-0.18099958366817898,1.0
210000,3.188999,-0.21984176,1592.4285714285713,3.6782862969807217,3.6782862969807217,1.0
220000,3.1831958,-0.2051395,997.0,-2.790666182835897,-2.790666182835897,1.0
230000,3.1764696,-0.19664639,1172.2,-1.1361995577812194,-1.1361995577812194,1.0
240000,3.1765454,-0.1818279,713.6,-5.428799623250962,-5.428799623250962,1.0
250000,3.1698818,-0.16801783,1520.5,3.8551255017518997,3.8551255017518997,1.0
260000,3.1605,-0.15010141,901.25,-2.9918745532631874,-2.9918745532631874,1.0
270000,3.1553998,-0.1282005,1408.25,2.0440004393458366,2.0440004393458366,1.0
280000,3.1469467,-0.10711753,1033.125,-2.33162472397089,-2.33162472397089,1.0
290000,3.144821,-0.11153772,1182.3,-0.08629944324493408,-0.08629944324493408,1.0
300000,3.1486433,-0.10784102,1143.7777777777778,-0.9452218347125583,-0.9452218347125583,1.0
310000,3.1496818,-0.106876835,1237.888888888889,0.6364448269208273,0.6364448269208273,1.0
320000,3.146781,-0.10248607,1044.857142857143,-1.9161424211093359,-1.9161424211093359,1.0
330000,3.143638,-0.09291108,1365.875,0.581875629723072,0.581875629723072,1.0
340000,3.1235068,-0.033708706,994.3,-3.025199681520462,-3.025199681520462,1.0
350000,3.118675,-0.042766254,1031.111111111111,-1.508444004588657,-1.508444004588657,1.0
360000,3.1018887,0.002292533,1209.5,-0.20012440532445908,-0.20012440532445908,1.0
370000,3.0982702,0.009849711,1488.0,2.4425005118052163,2.4425005118052163,1.0
380000,3.0725498,0.04984671,1516.5,3.8340005576610565,3.8340005576610565,1.0
390000,3.069568,0.048479814,1278.2857142857142,0.6800005946840558,0.6800005946840558,1.0
400000,3.0703049,0.094050124,1999.0,9.99760068655014,9.99760068655014,1.0
410000,3.0693712,0.10035474,1323.5555555555557,1.0647783941692777,1.0647783941692777,1.0
420000,3.055564,0.11679398,1191.857142857143,-1.1812852535929,-1.1812852535929,1.0
430000,3.0551932,0.11449603,1343.75,1.7216254696249962,1.7216254696249962,1.0
440000,3.0576072,0.13254222,962.625,-2.684249669313431,-2.684249669313431,1.0
450000,3.0451367,0.13850477,1872.1666666666667,7.696667422850926,7.696667422850926,1.0
460000,3.0529642,0.14990632,1475.0,4.0431671639283495,4.0431671639283495,1.0
470000,3.0605803,0.16165178,1475.0,3.0915719100407193,3.0915719100407193,1.0
480000,3.0491626,0.16976798,1681.4285714285713,5.551715007850102,5.551715007850102,1.0
490000,3.052351,0.17457996,1021.8888888888889,-1.5548883742756314,-1.5548883742756314,1.0
500000,3.03989,0.18831615,1214.375,1.0742504447698593,1.0742504447698593,1.0
510000,3.0214305,0.188512,1428.4285714285713,2.8578576019832065,2.8578576019832065,1.0
520000,3.032126,0.19322555,1199.2222222222222,-0.6685552000999451,-0.6685552000999451,1.0
530000,3.02656,0.20221272,1999.0,9.997000694274902,9.997000694274902,1.0
540000,3.0149775,0.19691747,1501.125,3.7572504207491875,3.7572504207491875,1.0
550000,3.0085864,0.2160201,1577.5,2.8905005852381387,2.8905005852381387,1.0
560000,3.0136323,0.19949812,1540.8333333333333,4.372500489155452,4.372500489155452,1.0
570000,3.014066,0.19664927,1408.625,2.045125588774681,2.045125588774681,1.0
580000,3.0068552,0.18361096,1378.375,1.8948756530880928,1.8948756530880928,1.0
590000,3.0036259,0.19040792,1715.0,6.078000694513321,6.078000694513321,1.0
600000,2.9993608,0.20429641,1638.2857142857142,5.336715000016349,5.336715000016349,1.0
610000,3.0084937,0.2181495,1643.4285714285713,5.362857801573617,5.362857801573617,1.0
620000,3.0191712,0.2291719,1654.8333333333333,3.932600736618042,3.932600736618042,1.0
630000,3.0206873,0.23312922,1189.4285714285713,2.6000004410743713,2.6000004410743713,1.0
640000,3.0274308,0.2456961,1374.5714285714287,1.4465004280209541,1.4465004280209541,1.0
650000,3.0249069,0.2414028,1287.3333333333333,-0.22722174723943075,-0.22722174723943075,1.0
660000,3.0468595,0.26432914,1348.375,1.7441256865859032,1.7441256865859032,1.0
670000,3.0569754,0.2581222,1015.1111111111111,-1.5883328649732802,-1.5883328649732802,1.0
680000,3.0645645,0.26175314,1612.8333333333333,4.73416730761528,4.73416730761528,1.0
690000,3.06372,0.24731708,1277.6,2.389800488948822,2.389800488948822,1.0
700000,3.0592961,0.24990323,1462.1818181818182,3.677000544287942,3.677000544287942,1.0
710000,3.0749118,0.25001383,968.25,-5.155749335885048,-5.155749335885048,1.0
720000,3.0713468,0.25072384,1670.857142857143,5.499429081167493,5.499429081167493,1.0
730000,3.0821118,0.24547012,1438.6363636363637,2.649909631772475,2.649909631772475,1.0
740000,3.0782256,0.26045707,805.7272727272727,-5.058999668468129,-5.058999668468129,1.0
750000,3.075415,0.21461159,815.1666666666666,-4.254666030406952,-4.254666030406952,1.0
760000,3.0758362,0.20420158,1565.125,4.077250607311726,4.077250607311726,1.0
770000,3.0745018,0.21710217,1222.857142857143,0.4022861633981977,0.4022861633981977,1.0
780000,3.0730786,0.20787993,1084.1818181818182,-1.8492720885710283,-1.8492720885710283,1.0
790000,3.0725248,0.21388963,1358.142857142857,2.5074289611407687,2.5074289611407687,1.0
800000,3.0697477,0.21421985,1571.0,5.3570006638765335,5.3570006638765335,1.0
810000,3.0552394,0.20076628,1582.2222222222222,4.580000605848101,4.580000605848101,1.0
820000,3.0603187,0.2020729,1250.4285714285713,-0.8874280026980809,-0.8874280026980809,1.0
830000,3.0588799,0.2106264,1280.0,0.6881433214460101,0.6881433214460101,1.0
840000,3.0650694,0.20561239,1514.2857142857142,3.2881433963775635,3.2881433963775635,1.0
850000,3.059975,0.19827631,1333.2857142857142,2.383143322808402,2.383143322808402,1.0
860000,3.0671413,0.20294327,1681.6666666666667,5.077667415142059,5.077667415142059,1.0
870000,3.0591216,0.2268036,1064.1666666666667,-1.3426662335793178,-1.3426662335793178,1.0
880000,3.069952,0.23936924,1079.4,-2.6005993604660036,-2.6005993604660036,1.0
890000,3.0571802,0.2389341,1263.25,1.318333884080251,1.318333884080251,1.0
900000,3.063143,0.24045108,1134.142857142857,-0.040713872228349955,-0.040713872228349955,1.0
910000,3.053299,0.21689174,1037.0,-1.8124995470046996,-1.8124995470046996,1.0
920000,3.060069,0.21844855,1025.2222222222222,-1.537777390744951,-1.537777390744951,1.0
930000,3.0559227,0.22742832,1218.0,0.378429046698979,0.378429046698979,1.0
940000,3.0364237,0.21010809,1374.4444444444443,2.429444816377428,2.429444816377428,1.0
950000,3.0450475,0.20360744,1004.0833333333334,-1.6441661715507507,-1.6441661715507507,1.0
960000,3.0366755,0.22394812,926.6666666666666,-3.6974997520446777,-3.6974997520446777,1.0
970000,3.0344522,0.20946233,1495.25,2.478750541806221,2.478750541806221,1.0
980000,3.015546,0.18064542,1126.857142857143,-1.5059997524533952,-1.5059997524533952,1.0
990000,3.022086,0.16919468,1661.5714285714287,5.45271486895425,5.45271486895425,1.0
1000000,3.0332859,0.16454309,1032.6,-2.833499753475189,-2.833499753475189,1.0
1010000,3.0331333,0.17584375,1234.0,-1.327249489724636,-1.327249489724636,1.0
1020000,3.0373225,0.15679152,1163.3333333333333,0.2640005085203383,0.2640005085203383,1.0
1030000,3.0382793,0.15705281,1398.625,1.9957505017518997,1.9957505017518997,1.0
1040000,3.0408173,0.16119336,1121.9,-1.387299770116806,-1.387299770116806,1.0
1050000,3.0366623,0.15510827,1361.4285714285713,0.1400004824002584,0.1400004824002584,1.0
1060000,3.0354135,0.15939772,1322.0,-0.8342493772506714,-0.8342493772506714,1.0
1070000,3.0257435,0.15436582,1563.4444444444443,3.3753340244293213,3.3753340244293213,1.0
1080000,3.0421178,0.16590361,1350.5714285714287,1.0412862300872803,1.0412862300872803,1.0
1090000,3.0438032,0.15920633,1038.1,-2.807299590110779,-2.807299590110779,1.0
1100000,3.0458546,0.16966254,1199.5,0.000700366497039795,0.000700366497039795,1.0
1110000,3.0461972,0.17776302,1265.25,1.3290004581212997,1.3290004581212997,1.0
1120000,3.034252,0.17129461,1593.375,4.219375655055046,4.219375655055046,1.0
1130000,3.0596056,0.1882598,1573.6666666666667,4.5378338396549225,4.5378338396549225,1.0
1140000,3.0328758,0.17353275,970.9090909090909,-1.5069997202266345,-1.5069997202266345,1.0
1150000,3.034427,0.17607781,1167.0,-0.16319979429244996,-0.16319979429244996,1.0
1160000,3.0336373,0.1362731,1087.357142857143,-0.9902851113251278,-0.9902851113251278,1.0
1170000,3.0386994,0.14366429,1296.5,1.4850004464387894,1.4850004464387894,1.0
1180000,3.0216253,0.14295165,1568.142857142857,5.611875735223293,5.611875735223293,1.0
1190000,3.01902,0.14663154,1141.5714285714287,-1.432570951325553,-1.432570951325553,1.0
1200000,3.0176497,0.12539919,1406.4444444444443,2.5893338322639465,2.5893338322639465,1.0
1210000,3.0225472,0.1353905,1107.4444444444443,-2.2374439438184104,-2.2374439438184104,1.0
1220000,3.0033984,0.1199768,1417.7777777777778,1.5361114475462172,1.5361114475462172,1.0
1230000,3.0026643,0.12126438,904.0,-5.476749449968338,-5.476749449968338,1.0
1240000,3.0068924,0.12392716,1670.0,6.130667163266076,6.130667163266076,1.0
1250000,3.0063868,0.11022617,1087.142857142857,-3.1327137606484547,-3.1327137606484547,1.0
1260000,3.0100105,0.13028416,1455.8333333333333,0.6156672338644663,0.6156672338644663,1.0
1270000,3.0251238,0.12706679,1195.6363636363637,0.5266368280757557,0.5266368280757557,1.0
1280000,3.027446,0.13185371,1319.8,0.6020004630088807,0.6020004630088807,1.0
1290000,3.0228863,0.12905209,1541.2222222222222,5.703125536441803,5.703125536441803,1.0
1300000,3.0264478,0.1354601,906.6,-5.593999683856964,-5.593999683856964,1.0
1310000,3.0375984,0.15756156,1646.857142857143,5.379714846611023,5.379714846611023,1.0
1320000,3.0255306,0.14606822,1553.625,4.0201257318258286,4.0201257318258286,1.0
1330000,3.0218952,0.13526917,1124.375,-1.8746245726943016,-1.8746245726943016,1.0
1340000,3.023823,0.14198008,1457.2857142857142,3.0037148680005754,3.0037148680005754,1.0
1350000,3.024312,0.148981,1605.7142857142858,3.7462862644876753,3.7462862644876753,1.0
1360000,3.0242655,0.14824696,1428.1666666666667,2.144333690404892,2.144333690404892,1.0
1370000,3.0011773,0.14623818,1404.9,2.026800501346588,2.026800501346588,1.0
1380000,3.0113542,0.1620787,712.4,-4.434999489784241,-4.434999489784241,1.0
1390000,3.023452,0.16668437,1791.5714285714287,7.53185783965247,7.53185783965247,1.0
1400000,3.0231588,0.1787482,1375.375,0.7195720246859959,0.7195720246859959,1.0
1410000,3.0236795,0.18991333,1553.5,5.230714891638074,5.230714891638074,1.0
1420000,3.0224354,0.18241933,1530.5714285714287,4.797000527381897,4.797000527381897,1.0
1430000,3.01201,0.20454407,1392.8333333333333,1.9670006136099498,1.9670006136099498,1.0
1440000,3.0108607,0.20835897,1611.3333333333333,4.7258337537447614,4.7258337537447614,1.0
1450000,3.0112615,0.21160993,1793.7142857142858,7.542857774666378,7.542857774666378,1.0
1460000,3.0083354,0.21053687,1305.8333333333333,1.5321671068668365,1.5321671068668365,1.0
1470000,3.0057824,0.23005745,1643.2,4.2186006784439085,4.2186006784439085,1.0
1480000,3.007847,0.23849711,1694.7142857142858,4.889167318741481,4.889167318741481,1.0
1490000,2.9981718,0.25678977,1999.0,9.99657211133412,9.99657211133412,1.0
1500000,2.9907267,0.25608313,1240.0,0.4880004440035139,0.4880004440035139,1.0
1510000,2.996503,0.2693146,1400.0,1.287714856011527,1.287714856011527,1.0
1520000,2.9964185,0.2667165,1660.2,6.302800631523132,6.302800631523132,1.0
1530000,2.9962547,0.2776812,1442.7777777777778,2.771556039651235,2.771556039651235,1.0
1540000,2.996465,0.26923007,1314.375,0.32562563568353653,0.32562563568353653,1.0
1550000,2.994435,0.2701442,1131.857142857143,-1.7266661922136943,-1.7266661922136943,1.0
1560000,2.9941697,0.26725027,1671.2857142857142,6.064125597476959,6.064125597476959,1.0
1570000,2.974266,0.2681314,1136.0,-1.4628884593645732,-1.4628884593645732,1.0
1580000,2.9945385,0.2834557,1077.1666666666667,-1.0952851687158858,-1.0952851687158858,1.0
1590000,2.9877179,0.27147225,1625.857142857143,3.8462862883295332,3.8462862883295332,1.0
1600000,2.9935791,0.26121968,876.8181818181819,-3.794817702336745,-3.794817702336745,1.0
1610000,2.9962971,0.24889174,1476.0,4.049500524997711,4.049500524997711,1.0
