Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,TotalScore,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
660000,2.9784856,-0.034072086,0.0,999.0,0.3175003588199615,0.3175003588199615,1.0
670000,2.9759023,-0.004809794,0.0,999.0,-1.3187998712062836,-1.3187998712062836,1.0
680000,2.9600246,-0.012236895,0.0,999.0,-0.22139939665794373,-0.22139939665794373,1.0
690000,2.9744112,-0.031578887,0.0,999.0,-5.477599787712097,-5.477599787712097,1.0
700000,2.9811397,-0.035757124,0.0,999.0,-0.3469995498657227,-0.3469995498657227,1.0
710000,2.9684,-0.01062918,0.0,999.0,2.428200352191925,2.428200352191925,1.0
720000,2.966232,-0.025188535,0.0,999.0,0.4643003702163696,0.4643003702163696,1.0
730000,2.9624257,0.0002503218,0.0,999.0,-0.8415993452072144,-0.8415993452072144,1.0
740000,2.97443,0.014234008,0.0,999.0,1.1643004834651947,1.1643004834651947,1.0
750000,2.965117,0.006238725,0.0,999.0,2.255200392007828,2.255200392007828,1.0
760000,2.974372,0.03667626,0.0,999.0,1.3335002422332765,1.3335002422332765,1.0
770000,2.964288,0.05500412,0.0,999.0,1.010600221157074,1.010600221157074,1.0
780000,2.9780195,0.08775488,0.0,999.0,1.6155003786087037,1.6155003786087037,1.0
790000,2.9718182,0.08227153,0.0,999.0,-2.843799239397049,-2.843799239397049,1.0
800000,2.9672172,0.07686446,0.0,999.0,2.11840016245842,2.11840016245842,1.0
810000,2.967803,0.08751823,0.0,999.0,0.23890055418014527,0.23890055418014527,1.0
820000,2.9696975,0.102484345,0.0,999.0,2.2496004164218903,2.2496004164218903,1.0
830000,2.954205,0.088361844,0.0,999.0,-0.9753997623920441,-0.9753997623920441,1.0
840000,2.9438062,0.07825601,0.0,999.0,-4.622299778461456,-4.622299778461456,1.0
850000,2.9640288,0.07089977,0.0,999.0,-1.4383993089199065,-1.4383993089199065,1.0
860000,2.974376,0.035369426,0.0,999.0,2.8085003435611724,2.8085003435611724,1.0
870000,2.9583957,0.028589472,0.0,999.0,-2.501799923181534,-2.501799923181534,1.0
880000,2.9773273,0.04160822,0.0,999.0,-1.7652994513511657,-1.7652994513511657,1.0
890000,2.9695325,0.03369508,0.0,999.0,-0.13079995512962342,-0.13079995512962342,1.0
900000,2.9772534,0.060943745,0.0,999.0,-2.6596996247768403,-2.6596996247768403,1.0
910000,2.973603,0.058899213,0.0,999.0,2.5472004413604736,2.5472004413604736,1.0
920000,2.9791524,0.07193088,0.0,999.0,-0.5405996382236481,-0.5405996382236481,1.0
930000,2.9834983,0.07589321,0.0,999.0,-1.6775996565818787,-1.6775996565818787,1.0
940000,2.975921,0.056796174,0.0,999.0,-1.0553996860980988,-1.0553996860980988,1.0
950000,2.967035,0.059649695,0.0,999.0,3.9123002886772156,3.9123002886772156,1.0
960000,2.9580538,0.06332575,0.0,999.0,0.7023004531860352,0.7023004531860352,1.0
970000,2.9838314,0.06991115,0.0,999.0,4.999000310897827,4.999000310897827,1.0
980000,2.9606428,0.08618804,0.0,999.0,0.240400493144989,0.240400493144989,1.0
990000,2.9622583,0.086525485,0.0,999.0,1.0547002851963043,1.0547002851963043,1.0
1000000,2.9733167,0.09646611,0.0,999.0,0.5083004593849182,0.5083004593849182,1.0
1010000,2.9875464,0.11147275,0.0,999.0,3.54430034160614,3.54430034160614,1.0
1020000,2.9649377,0.100825116,0.0,999.0,-3.5488996684551237,-3.5488996684551237,1.0
1030000,2.99767,0.121187985,0.0,999.0,-0.9864996433258056,-0.9864996433258056,1.0
1040000,2.9949405,0.08954444,0.0,999.0,-5.550699371099472,-5.550699371099472,1.0
1050000,2.9786234,0.06675718,0.0,999.0,-2.3774999499320986,-2.3774999499320986,1.0
1060000,2.982114,0.06192871,0.0,999.0,-1.2025995135307312,-1.2025995135307312,1.0
1070000,2.9807503,0.052465808,0.0,999.0,-2.47489937543869,-2.47489937543869,1.0
1080000,2.9724596,0.029651742,0.0,999.0,0.979400384426117,0.979400384426117,1.0
1090000,2.9808445,0.030686695,0.0,999.0,0.9566002547740936,0.9566002547740936,1.0
1100000,2.9672155,0.021174826,0.0,999.0,-4.151199597120285,-4.151199597120285,1.0
1110000,2.955239,0.010081003,0.0,999.0,-2.285999983549118,-2.285999983549118,1.0
1120000,2.96742,0.014907208,0.0,999.0,-0.10539953708648682,-0.10539953708648682,1.0
1130000,2.9760945,0.00040282644,0.0,999.0,3.828300303220749,3.828300303220749,1.0
1140000,2.9515562,0.007365234,0.0,999.0,-0.9952997982501983,-0.9952997982501983,1.0
1150000,2.9812412,0.034930248,0.0,999.0,2.0204004287719726,2.0204004287719726,1.0
1160000,2.9756913,0.04044396,0.0,999.0,1.0469003736972808,1.0469003736972808,1.0
1170000,2.9715037,0.04901136,0.0,999.0,-2.7162998497486113,-2.7162998497486113,1.0
1180000,2.971866,0.0507658,0.0,999.0,1.3835004329681397,1.3835004329681397,1.0
1190000,2.9655695,0.04167175,0.0,999.0,3.7175002872943876,3.7175002872943876,1.0
1200000,2.961652,0.055831123,0.0,999.0,0.42750046253204343,0.42750046253204343,1.0
1210000,2.9579325,0.08652797,0.0,999.0,2.485700398683548,2.485700398683548,1.0
1220000,2.948151,0.07625325,0.0,999.0,-3.253899359703064,-3.253899359703064,1.0
1230000,2.9305556,0.1016029,0.0,999.0,1.348500394821167,1.348500394821167,1.0
1240000,2.948967,0.10401671,0.0,999.0,4.999000310897827,4.999000310897827,1.0
1250000,2.9237611,0.10130115,0.0,999.0,-0.7004996359348297,-0.7004996359348297,1.0
1260000,2.9353986,0.0999591,0.0,999.0,-0.1483996331691742,-0.1483996331691742,1.0
1270000,2.9332805,0.09993063,0.0,999.0,1.2162003636360168,1.2162003636360168,1.0
1280000,2.9323053,0.0953868,0.0,999.0,1.4453004062175752,1.4453004062175752,1.0
1290000,2.9438965,0.10546205,0.0,999.0,2.5632004261016847,2.5632004261016847,1.0
1300000,2.9565072,0.11255326,0.0,999.0,0.3296006739139557,0.3296006739139557,1.0
1310000,2.9485643,0.12824345,0.0,999.0,2.465600472688675,2.465600472688675,1.0
1320000,2.9500928,0.12375611,0.0,999.0,-2.561499458551407,-2.561499458551407,1.0
1330000,2.9742038,0.1285476,0.0,999.0,-0.23449986577033996,-0.23449986577033996,1.0
1340000,2.973775,0.12853985,0.0,999.0,3.9966003954410554,3.9966003954410554,1.0
1350000,2.9696786,0.13513848,0.0,999.0,1.1231004178524018,1.1231004178524018,1.0
1360000,2.965625,0.13626489,0.0,999.0,0.1347999691963196,0.1347999691963196,1.0
1370000,2.9467428,0.1449219,0.0,999.0,-3.814099687337875,-3.814099687337875,1.0
1380000,2.9449174,0.14115044,0.0,999.0,-0.41809946298599243,-0.41809946298599243,1.0
1390000,2.9447036,0.09319029,0.0,999.0,0.18270058631896974,0.18270058631896974,1.0
1400000,2.9595988,0.08105506,0.0,999.0,0.2644003748893738,0.2644003748893738,1.0
1410000,2.9424846,0.04616783,0.0,999.0,1.4354004740715027,1.4354004740715027,1.0
1420000,2.9545996,0.05344855,0.0,999.0,-0.35809993743896484,-0.35809993743896484,1.0
1430000,2.9463303,0.050641965,0.0,999.0,-1.2148996531963348,-1.2148996531963348,1.0
1440000,2.9521596,0.060945462,0.0,999.0,0.2629003405570984,0.2629003405570984,1.0
1450000,2.9493122,0.051960476,0.0,999.0,-2.344099986553192,-2.344099986553192,1.0
1460000,2.9478204,0.047143452,0.0,999.0,-0.8860998272895813,-0.8860998272895813,1.0
1470000,2.960309,0.047698665,0.0,999.0,-3.0508998334407806,-3.0508998334407806,1.0
1480000,2.9459198,0.03952842,0.0,999.0,2.379200404882431,2.379200404882431,1.0
1490000,2.9680455,0.044238307,0.0,999.0,2.7543001055717466,2.7543001055717466,1.0
1500000,2.9826772,0.03440975,0.0,999.0,-1.182699477672577,-1.182699477672577,1.0
1510000,2.94544,0.034593087,0.0,999.0,2.1808002829551696,2.1808002829551696,1.0
1520000,2.96666,0.051141273,0.0,999.0,1.5707004129886628,1.5707004129886628,1.0
1530000,2.986256,0.07205828,0.0,999.0,3.8459003627300263,3.8459003627300263,1.0
1540000,2.9839582,0.08233533,0.0,999.0,1.5853004693984984,1.5853004693984984,1.0
1550000,2.9912739,0.080675945,0.0,999.0,2.8054003953933715,2.8054003953933715,1.0
1560000,2.9872675,0.08100973,0.0,999.0,-1.4118996560573578,-1.4118996560573578,1.0
1570000,2.9790118,0.076663226,0.0,999.0,-5.01909961104393,-5.01909961104393,1.0
1580000,2.9757104,0.05062289,0.0,999.0,-0.3395998001098633,-0.3395998001098633,1.0
1590000,2.9896817,0.060686417,0.0,999.0,0.3608002901077271,0.3608002901077271,1.0
1600000,3.0021837,0.06978141,0.0,999.0,0.960600060224533,0.960600060224533,1.0
1610000,3.0009766,0.060282867,0.0,999.0,2.352900356054306,2.352900356054306,1.0
1620000,3.0141413,0.05079212,0.0,999.0,4.999000310897827,4.999000310897827,1.0
1630000,3.0305915,0.05174337,0.0,999.0,2.254600244760513,2.254600244760513,1.0
1640000,3.0058239,0.09371962,0.0,999.0,-3.545999640226364,-3.545999640226364,1.0
1650000,3.020307,0.083503,0.0,999.0,-0.1104996919631958,-0.1104996919631958,1.0
1660000,3.0362797,0.04654738,0.0,999.0,2.523100358247757,2.523100358247757,1.0
1670000,3.028325,0.045110423,0.0,999.0,-2.8744997382164,-2.8744997382164,1.0
1680000,3.0233471,0.017696679,0.0,999.0,-4.2897997319698336,-4.2897997319698336,1.0
1690000,3.0299828,0.023958353,0.0,999.0,-0.9646995365619659,-0.9646995365619659,1.0
1700000,3.0236027,-0.0021915038,0.0,999.0,0.19250041842460633,0.19250041842460633,1.0
1710000,3.0248735,-0.005028872,0.0,999.0,2.9469002366065977,2.9469002366065977,1.0
1720000,3.018185,0.026032448,0.0,999.0,0.8589005529880523,0.8589005529880523,1.0
1730000,3.0156147,0.03197722,0.0,999.0,-0.06869986057281494,-0.06869986057281494,1.0
1740000,3.012159,0.043581,0.0,999.0,-2.471099877357483,-2.471099877357483,1.0
1750000,3.0220885,0.054252468,0.0,999.0,-1.4040999710559845,-1.4040999710559845,1.0
1760000,3.0115933,0.046167888,0.0,999.0,-3.0591993987560273,-3.0591993987560273,1.0
1770000,3.0222547,0.05909192,0.0,999.0,0.4598003327846527,0.4598003327846527,1.0
1780000,3.0121245,0.028512493,0.0,999.0,-1.8083998441696167,-1.8083998441696167,1.0
1790000,2.9964118,0.0113229975,0.0,999.0,-5.4519997358322145,-5.4519997358322145,1.0
1800000,3.0137062,0.019299079,0.0,999.0,2.126300209760666,2.126300209760666,1.0
1810000,3.02045,0.022835646,0.0,999.0,3.9883002817630766,3.9883002817630766,1.0
1820000,3.0209224,0.040353943,0.0,999.0,3.8848003268241884,3.8848003268241884,1.0
1830000,3.0146735,0.07034355,0.0,999.0,-0.8791993856430054,-0.8791993856430054,1.0
1840000,3.0060775,0.0728571,0.0,999.0,0.7364003539085389,0.7364003539085389,1.0
1850000,3.008557,0.09181321,0.0,999.0,0.0006005406379699707,0.0006005406379699707,1.0
1860000,3.0189977,0.09517043,0.0,999.0,1.3614001750946045,1.3614001750946045,1.0
1870000,3.0047662,0.100158356,0.0,999.0,2.688200205564499,2.688200205564499,1.0
1880000,3.0021138,0.09637137,0.0,999.0,-2.8739997863769533,-2.8739997863769533,1.0
1890000,3.0151231,0.09271226,0.0,999.0,-1.132199913263321,-1.132199913263321,1.0
1900000,3.0206952,0.09925993,0.0,999.0,1.492300307750702,1.492300307750702,1.0
1910000,3.0114977,0.08182075,0.0,999.0,2.6707005381584166,2.6707005381584166,1.0
1920000,3.0227625,0.09309443,0.0,999.0,0.8412003517150879,0.8412003517150879,1.0
1930000,3.040019,0.113068104,0.0,999.0,-0.033499675989151004,-0.033499675989151004,1.0
1940000,3.0114837,0.10415795,0.0,999.0,-2.8176996886730192,-2.8176996886730192,1.0
1950000,3.0318484,0.07097559,0.0,999.0,1.6615003526210785,1.6615003526210785,1.0
1960000,3.005031,0.070494734,0.0,999.0,-0.18089961409568786,-0.18089961409568786,1.0
1970000,3.010224,0.06959437,0.0,999.0,1.4111004710197448,1.4111004710197448,1.0
1980000,3.0244281,0.06888549,0.0,999.0,-6.965199261903763,-6.965199261903763,1.0
1990000,3.0254729,0.053527057,0.0,999.0,0.046200573444366455,0.046200573444366455,1.0
2000000,3.0480309,0.05735769,0.0,999.0,2.880700391530991,2.880700391530991,1.0
2010000,3.0350633,0.07473325,0.0,999.0,2.0803004920482637,2.0803004920482637,1.0
2020000,3.0381212,0.076881155,0.0,999.0,-2.473999392986298,-2.473999392986298,1.0
2030000,3.0254197,0.07923227,0.0,999.0,3.90430029630661,3.90430029630661,1.0
2040000,3.0359614,0.08774024,0.0,999.0,-0.9827999889850616,-0.9827999889850616,1.0
2050000,3.0352113,0.092617854,0.0,999.0,1.559700256586075,1.559700256586075,1.0
2060000,3.0348988,0.10087963,0.0,999.0,-0.4690996468067169,-0.4690996468067169,1.0
2070000,3.029681,0.11671456,0.0,999.0,1.2072003483772278,1.2072003483772278,1.0
2080000,3.0437968,0.1369273,0.0,999.0,4.999000310897827,4.999000310897827,1.0
2090000,3.0328288,0.14720619,0.0,999.0,2.414700263738632,2.414700263738632,1.0
2100000,3.0455797,0.16047439,0.0,999.0,-1.7862997114658357,-1.7862997114658357,1.0
2110000,3.031957,0.1597554,0.0,999.0,1.6400005578994752,1.6400005578994752,1.0
2120000,3.040019,0.16285583,0.0,999.0,-4.5199995815753935,-4.5199995815753935,1.0
2130000,3.0408576,0.14718334,0.0,999.0,0.1498004138469696,0.1498004138469696,1.0
2140000,3.0499234,0.13670337,0.0,999.0,3.7684004306793213,3.7684004306793213,1.0
2150000,3.0520456,0.13516898,0.0,999.0,-3.3514996647834776,-3.3514996647834776,1.0
2160000,3.0443723,0.13382228,0.0,999.0,-3.396699792146683,-3.396699792146683,1.0
2170000,3.0304277,0.116696075,0.0,999.0,-2.721699458360672,-2.721699458360672,1.0
2180000,3.030766,0.10737015,0.0,999.0,3.9338003039360045,3.9338003039360045,1.0
2190000,3.0202942,0.108159825,0.0,999.0,1.7271004617214203,1.7271004617214203,1.0
2200000,3.02535,0.11984086,0.0,999.0,-0.2475997269153595,-0.2475997269153595,1.0
2210000,3.0263946,0.12603368,0.0,999.0,-1.3022996485233307,-1.3022996485233307,1.0
2220000,3.0141668,0.11665914,0.0,999.0,0.06380022168159485,0.06380022168159485,1.0
2230000,3.014511,0.111778185,0.0,999.0,0.15680031776428222,0.15680031776428222,1.0
2240000,3.001491,0.10082462,0.0,999.0,-0.045299679040908813,-0.045299679040908813,1.0
2250000,3.018657,0.10935352,0.0,999.0,3.6311003804206847,3.6311003804206847,1.0
2260000,3.0049543,0.11811247,0.0,999.0,-1.7139995276927948,-1.7139995276927948,1.0
2270000,3.0126822,0.13345715,0.0,999.0,2.588800287246704,2.588800287246704,1.0
2280000,3.0298212,0.12680575,0.0,999.0,1.1398001432418823,1.1398001432418823,1.0
2290000,3.007908,0.12302391,0.0,999.0,0.06280048489570618,0.06280048489570618,1.0
2300000,3.0173035,0.12740314,0.0,999.0,4.999000310897827,4.999000310897827,1.0
2310000,3.0169942,0.12899503,0.0,999.0,2.5311005115509033,2.5311005115509033,1.0
2320000,3.0135443,0.17223725,0.0,999.0,0.12830052375793458,0.12830052375793458,1.0
2330000,3.0119874,0.1713707,0.0,999.0,1.0760003805160523,1.0760003805160523,1.0
2340000,3.012934,0.17337088,0.0,999.0,2.047800350189209,2.047800350189209,1.0
2350000,3.0087295,0.17466484,0.0,999.0,-5.524699729681015,-5.524699729681015,1.0
2360000,2.9913907,0.16582304,0.0,999.0,3.8645003497600556,3.8645003497600556,1.0
2370000,3.0028474,0.16352025,0.0,999.0,0.8842004477977753,0.8842004477977753,1.0
2380000,3.0097704,0.1801606,0.0,999.0,4.999000310897827,4.999000310897827,1.0
2390000,3.0101986,0.17228892,0.0,999.0,2.7794004023075103,2.7794004023075103,1.0
2400000,3.0070896,0.1927408,0.0,999.0,-0.4572997748851776,-0.4572997748851776,1.0
2410000,3.015939,0.19895525,0.0,999.0,2.3282003164291383,2.3282003164291383,1.0
2420000,3.0039685,0.20590682,0.0,999.0,1.6984003961086274,1.6984003961086274,1.0
2430000,3.0128117,0.21230206,0.0,999.0,-1.1443994045257568,-1.1443994045257568,1.0
2440000,3.005266,0.20740068,0.0,999.0,-1.4083995759487151,-1.4083995759487151,1.0
2450000,3.015175,0.20826928,0.0,999.0,1.0763002157211303,1.0763002157211303,1.0
2460000,3.0212598,0.19048959,0.0,999.0,-1.3548996210098267,-1.3548996210098267,1.0
2470000,3.001312,0.16746171,0.0,999.0,-0.18979958891868592,-0.18979958891868592,1.0
2480000,3.0142393,0.16750173,0.0,999.0,-1.7014999449253083,-1.7014999449253083,1.0
2490000,3.0179172,0.15744004,0.0,999.0,2.57800030708313,2.57800030708313,1.0
2500000,3.0071306,0.1597479,0.0,999.0,1.086500334739685,1.086500334739685,1.0
2510000,3.0132992,0.16677567,0.0,999.0,3.80270037651062,3.80270037651062,1.0
2520000,3.0148413,0.16296525,0.0,999.0,-0.20639978647232055,-0.20639978647232055,1.0
2530000,3.028522,0.17660661,0.0,999.0,-0.2322995126247406,-0.2322995126247406,1.0
2540000,3.0264273,0.17195818,0.0,999.0,1.0627004384994507,1.0627004384994507,1.0
2550000,3.017318,0.1669127,0.0,999.0,2.7696004450321197,2.7696004450321197,1.0
2560000,3.02214,0.16413145,0.0,999.0,-2.32279976606369,-2.32279976606369,1.0
2570000,3.0219223,0.16150567,0.0,999.0,-4.022699356079102,-4.022699356079102,1.0
2580000,3.026609,0.15620199,0.0,999.0,-1.4170996963977813,-1.4170996963977813,1.0
2590000,3.0223846,0.1298532,0.0,999.0,3.7487002193927763,3.7487002193927763,1.0
2600000,3.0332925,0.13650398,0.0,999.0,-1.143799352645874,-1.143799352645874,1.0
2610000,3.0309858,0.13612685,0.0,999.0,0.43740049600601194,0.43740049600601194,1.0
2620000,3.0320466,0.1380554,0.0,999.0,-0.15829963088035584,-0.15829963088035584,1.0
2630000,3.0285249,0.13333127,0.0,999.0,2.769300419092178,2.769300419092178,1.0
2640000,3.0283985,0.13944618,0.0,999.0,-0.14179953932762146,-0.14179953932762146,1.0
2650000,3.0245264,0.123130955,0.0,999.0,0.002600330114364624,0.002600330114364624,1.0
2660000,3.0260668,0.121766806,0.0,999.0,1.1975002706050872,1.1975002706050872,1.0
2670000,3.0358534,0.12830003,0.0,999.0,2.743000304698944,2.743000304698944,1.0
2680000,3.0121188,0.12853579,0.0,999.0,-2.8932995200157166,-2.8932995200157166,1.0
2690000,3.0151834,0.10465541,0.0,999.0,0.16470017433166503,0.16470017433166503,1.0
2700000,3.0131967,0.1056025,0.0,999.0,-1.4155995309352876,-1.4155995309352876,1.0
2710000,3.0083385,0.10983759,0.0,999.0,0.10710043907165527,0.10710043907165527,1.0
2720000,3.0049155,0.10160868,0.0,999.0,2.4237003445625307,2.4237003445625307,1.0
2730000,3.0093503,0.119482934,0.0,999.0,-0.1453997552394867,-0.1453997552394867,1.0
2740000,3.0215812,0.11608758,0.0,999.0,-0.1566995859146118,-0.1566995859146118,1.0
2750000,2.986457,0.11757426,0.0,999.0,-0.6668994307518006,-0.6668994307518006,1.0
2760000,2.9890394,0.12966546,0.0,999.0,0.0495000958442688,0.0495000958442688,1.0
2770000,2.9825788,0.113639474,0.0,999.0,-2.4504995226860045,-2.4504995226860045,1.0
2780000,2.9853435,0.11363059,0.0,999.0,0.5017005562782287,0.5017005562782287,1.0
2790000,2.9793983,0.08641392,0.0,999.0,0.02220031023025513,0.02220031023025513,1.0
2800000,2.9884932,0.07491074,0.0,999.0,0.1537003993988037,0.1537003993988037,1.0
2810000,2.9899442,0.07386681,0.0,999.0,1.5697003901004791,1.5697003901004791,1.0
2820000,2.9712427,0.07219179,0.0,999.0,0.1039003849029541,0.1039003849029541,1.0
2830000,2.9757516,0.08541974,0.0,999.0,1.1293002843856812,1.1293002843856812,1.0
2840000,2.954082,0.07833251,0.0,999.0,0.030300408601760864,0.030300408601760864,1.0
2850000,2.9570248,0.09526249,0.0,999.0,4.999000310897827,4.999000310897827,1.0
2860000,2.9708633,0.103996456,0.0,999.0,1.2140004277229308,1.2140004277229308,1.0
2870000,2.9659057,0.11835823,0.0,999.0,1.2927004635334014,1.2927004635334014,1.0
2880000,2.9313097,0.1257622,0.0,999.0,0.3397002756595612,0.3397002756595612,1.0
2890000,2.9576037,0.12397119,0.0,999.0,-1.5075995743274688,-1.5075995743274688,1.0
2900000,2.9321303,0.10258217,0.0,999.0,-4.120699375867844,-4.120699375867844,1.0
2910000,2.9356244,0.101460256,0.0,999.0,-2.327799528837204,-2.327799528837204,1.0
2920000,2.9499938,0.08309005,0.0,999.0,2.249900442361832,2.249900442361832,1.0
2930000,2.920209,0.07329489,0.0,999.0,0.9337999045848846,0.9337999045848846,1.0
2940000,2.9464023,0.08784091,0.0,999.0,1.7109005570411682,1.7109005570411682,1.0
2950000,2.9504666,0.10018933,0.0,999.0,3.521300196647644,3.521300196647644,1.0
2960000,2.9594927,0.12031788,0.0,999.0,3.895400416851044,3.895400416851044,1.0
2970000,2.9614599,0.12420942,0.0,999.0,2.495600140094757,2.495600140094757,1.0
2980000,2.969524,0.15625638,0.0,999.0,1.381700372695923,1.381700372695923,1.0
2990000,2.9703372,0.15998669,0.0,999.0,0.039700168371200564,0.039700168371200564,1.0
3000000,2.9635766,0.16382909,0.0,999.0,-1.0942994594573974,-1.0942994594573974,1.0
3010000,2.9538403,0.1581458,0.0,999.0,-1.7539996206760406,-1.7539996206760406,1.0
3020000,2.9900427,0.13189527,0.0,999.0,1.138300395011902,1.138300395011902,1.0
